"UBIGEO","POBLACION"
"x100501",14050.99968835
"x100502",1407.000497632
"x100503",3976.999572458
"x100504",6043.99665600003
"x100505",1493.000301964
"x100506",3211.00063388601
"x100507",13312.0032821131
"x100508",2056.999920206
"x100509",4288.999925418
"x100510",3239.99991153801
"x100511",1887.000010758
"x100601",55338.0012665327
"x100602",6843.00152482201
"x100603",3724.99961820501
"x100604",23205.9893781179
"x100605",9329.99682754205
"x100606",10818.9966100281
"x100607",3921.00169926301
"x100608",13594.011389933
"x100609",4473.99994592202
"x100610",2752.00036384
"x100701",15274.9914729399
"x100702",5857.99992207898
"x100703",2204.99968424301
"x100704",2972.00042688999
"x100705",2381.99938221101
"x100801",18562.99856052
"x100802",10912.9997353041
"x100803",11227.0035029941
"x100804",11937.9937289841
"x100901",10249.996075443
"x100902",7767.99730685601
"x100903",4969.000620618
"x100904",6219.00134070404
"x100905",6626.99868417202
"x101001",4361.99901922699
"x101002",2085.999641251
"x101003",1062.000126898
"x101004",1055.000015562
"x101005",3797.999904302
"x101006",1355.999699058
"x101007",6237.00137643402
"x101101",5014.99999348999
"x101102",1223.999685302
"x101103",1163.999640535
"x101104",5020.00084021503
"x101105",1159.999665656
"x101106",4121.99962573701
"x101107",1191.999831982
"x101108",2146.00016487
"x110101",155246.927404648
"x110102",41583.0023560788
"x110103",22881.996985681
"x110104",4683.001884473
"x110105",7582.99671800103
"x110106",56767.0168184666
"x110107",6639.99991639299
"x110108",26733.9983083001
"x110109",7385.00335902005
"x110110",14513.997992563
"x110111",28636.9956276128
"x110112",28594.9999674849
"x110113",4834.00042941901
"x110114",1202.000578058
"x110201",71579.0243774713
"x110202",8085.003889134
"x110203",2109.999869692
"x110204",13786.9973129291
"x110205",13172.9989886151
"x110206",26507.0059473119
"x110207",67054.0003181859
"x110208",1259.000474468
"x110209",1032.000054597
"x110210",30286.0100015209
"x110211",6011.99971703205
"x110301",28412.0032709714
"x110302",2080.999894366
"x110303",3366.000850084
"x110304",16466.002881414
"x110305",21604.99224786
"x110401",8212.00065243004
"x110402",1649.999597184
"x110403",2836.000622889
"x110404",1019.000085126
"x110405",364.000008461
"x110501",71518.9978479809
"x110502",1479.000183455
"x110503",5639.00028762298
"x110504",13776.005933524
"x110505",7516.00173768797
"x110506",15038.9928115659
"x110507",26042.998343677
"x110508",18099.995105962
"x120101",121495.025121629
"x120104",526.999942419
"x120105",990.00012225
"x120106",778.999729866999
"x120107",94847.9983443088
"x120108",1548.999860767
"x120111",2074.000189287
"x120112",1070.999738699
"x120113",1416.000076266
"x120114",169038.881002809
"x120116",1413.000321213
"x120117",5483.00057942399
"x120119",25971.9971760031
"x120120",867.000006490999
"x120121",10245.998957473
"x120122",2484.99999763301
"x120124",5526.99983983401
"x120125",21237.001853983
"x120126",5006.000730967
"x120127",1926.000399111
"x120128",4015.00078182699
"x120129",16483.0043064839
"x120130",12228.003520597
"x120132",5737.99990247699
"x120133",22115.993944451
"x120134",17778.996831606
"x120135",6696.00088493099
"x120136",2740.99932362001
"x120201",16169.00282158
"x120202",1693.99973358
"x120203",3715.00014823999
"x120204",2725.99975288399
"x120205",2011.000187038
"x120206",5778.00038929901
"x120207",1028.000129571
"x120208",1527.999715618
"x120209",1466.999919537
"x120210",6039.00245980697
"x120211",1455.000388433
"x120212",2360.000292369
"x120213",4945.000441685
"x120214",5827.00052160297
"x120215",2090.999541427
"x120301",28352.9855510808
"x120302",58922.9817139072
"x120303",44045.9999817433
"x120304",4396.999977054
"x120305",28508.005567361
"x120306",1852.999638145
"x120401",19119.9981775661
"x120402",6485.00061207998
"x120403",4637.99975747599
"x120404",1352.000328549
"x120405",1700.000252705
"x120406",1504.000991691
"x120407",2704.001130059
"x120408",1711.000367405
"x120409",1075.999978057
"x120410",2139.00004446
"x120411",593.999745599
"x120412",773.000050487
"x120413",1614.999767007
"x120414",1205.000048013
"x120415",1546.999702074
"x120416",1850.999759997
"x120417",770.000071865
"x120418",1645.000079279
"x120419",1773.999543906
"x120420",1051.999419749
"x120421",2374.00010896
"x120422",938.000163610001
"x120423",1523.000932215
"x120424",1284.999906242
"x120425",1212.000809963
"x120426",1506.000285926
"x120427",1346.000157642
"x120428",2674.999880897
"x120429",723.999952207999
"x120430",3224.00038489599
"x120431",4248.00013159299
"x120432",1066.000211524
"x120433",1150.000310123
"x120434",9862.00216613492
"x120501",11393.998683648
"x120502",6863.99755600398
"x120503",1276.000939486
"x120504",4424.999777933
"x120601",41049.9961730271
"x120602",6247.99910173301
"x120603",6935.999832388
"x120604",40210.9872584556
"x120605",4089.99964557704
"x120606",60883.0022273354
"x120607",32304.0021399515
"x120608",29130.9982725134
"x120609",4764.99992303401
"x120701",50471.0015076135
"x120702",10064.998080302
"x120703",2000.999333042
"x120704",10690.998816831
"x120705",3673.000329562
"x120706",5975.00355641301
"x120707",3659.00021148999
"x120708",3703.999069973
"x120709",4713.99734271998
"x120801",14510.996531748
"x120802",707.000097328001
"x120803",2040.001061442
"x120804",858.000209742002
"x120805",5221.99966964398
"x120806",1679.999357619
"x120807",1134.000159072
"x120808",9059.99987061802
"x120809",742.000112509
"x120810",5499.99978507701
"x120901",21389.00299478
"x120902",6694.00262626999
"x120903",4687.999937387
"x120904",3161.00064215
"x120905",9246.99936510411
"x120906",2314.000905584
"x120907",2787.999681058
"x120908",2813.000086196
"x120909",2769.000141618
"x130101",328664.01990006
"x130102",203936.129719091
"x130103",38025.0046505021
"x130104",74772.9750088603
"x130105",203775.886758153
"x130106",40035.9975420091
"x130107",39065.9968711455
"x130108",3792.999936632
"x130109",20196.999169029
"x130110",4349.99990077202
"x130111",71865.0009738461
"x130201",6763.000364561
"x130202",15565.0016533129
"x130203",9697.00256702801
"x130204",2661.99981296801
"x130205",27129.996904861
"x130206",9011.00114651295
"x130207",19561.0092829939
"x130208",29283.0049305681
"x130301",4878.99832621799
"x130302",3174.999843137
"x130303",2118.99961650901
"x130304",2298.000240802
"x130305",2444.999624024
"x130306",895.000409712999
"x130401",47371.0012186865
"x130402",22747.9910199009
"x130403",12452.0024786352
"x130501",12577.9912466291
"x130502",5231.998920679
"x130503",6827.999879846
"x130504",6159.99964818598
"x130601",26038.997477591
"x130602",10092.998356119
"x130604",2626.00177027499
"x130605",4225.000005117
"x130606",659.000040179999
"x130608",2881.00056910301
"x130610",554.999799375
"x130611",6403.000377726
"x130613",7549.99846256701
"x130614",23220.9855640838
"x130701",18305.9991192632
"x130702",41810.9973317639
"x130703",4258.00146280701
"x130704",30239.0092994668
"x130705",12205.004103281
"x130801",13641.0007566801
"x130802",4078.99947630399
"x130803",12637.9959451819
"x130804",6391.99939336603
"x130805",1228.000565175
"x130806",3778.99997255101
"x130807",1401.000389721
"x130808",19738.005494689
"x130809",9824.99732326402
"x130810",1789.999606211
"x130811",2350.999307255
"x130812",2979.999915567
"x130813",2194.0004351
"x130901",72264.006628474
"x130902",18577.0021562339
"x130903",9607.00448587697
"x130904",8522.99993119001
"x130905",11823.9996818189
"x130906",14228.0058353218
"x130907",9585.99969779296
"x130908",13762.9984774272
"x131001",19897.008756858
"x131002",5096.99998225499
"x131003",5850.000699115
"x131004",1834.00053511199
"x131005",2458.000686604
"x131006",13516.99740248
"x131007",3029.00063849101
"x131008",3625.00038372298
"x131101",14054.0037776131
"x131102",4947.000227126
"x131103",2490.99953889
"x131104",6669.999723369
"x131201",55059.0004165954
"x131202",34424.9960406356
"x131203",7206.99911206999
"x140101",277924.978851314
"x140102",18868.992634593
"x140103",12368.004716215
"x140104",2357.999679774
"x140105",161986.961284085
"x140106",92796.9744271773
"x140107",10335.9939102429
"x140108",33628.9824068944
"x140109",2473.00027126
"x140110",8528.00033294697
"x140111",13040.005054178
"x140112",46764.0109617877
"x140113",16304.9964048209
"x140114",12989.9936772929
"x140115",12197.001891035
"x140116",15354.002707896
"x140117",23715.0028238908
"x140118",25733.00043669
"x140119",8926.99975768499
"x140120",28951.0034454609
"x140201",35992.9954478138
"x140202",12203.9990802926
"x140203",14673.000278094
"x140204",4087.998265445
"x140205",21205.9955748236
"x140206",14844.997413279
"x140301",74892.9742914672
"x140302",1469.000283261
"x140303",9244.00395170201
"x140304",18579.9971032263
"x140305",19072.0032186142
"x140306",51271.0044032113
"x140307",31094.9985677107
"x140308",50250.9928291125
"x140309",8228.00138988798
"x140310",13239.9986726872
"x140311",16128.003921922
"x140312",23095.0019197083
"x150101",273142.08350983
"x150102",67232.0162325177
"x150103",624171.985377992
"x150104",35378.9955479633
"x150105",90413.9964931361
"x150106",350988.940681379
"x150107",43400.0184130146
"x150108",339701.182687765
"x150109",35883.9993489861
"x150110",553536.923571029
"x150111",212164.953541391
"x150112",219163.028368052
"x150113",77955.0062309852
"x150114",153614.068240236
"x150115",189083.054506099
"x150116",58460.0066414186
"x150117",343877.876797505
"x150118",256294.020546885
"x150119",97502.9695554867
"x150120",61655.9970281044
"x150121",89199.0019459355
"x150122",103090.048698535
"x150123",121981.974188979
"x150124",15125.003756946
"x150125",354350.967378691
"x150126",16796.9952585469
"x150127",7505.99978673698
"x150128",179010.920067795
"x150129",8005.00036714401
"x150130",121792.997756462
"x150131",65332.9961964787
"x150132",1114318.76648251
"x150133",401097.85272165
"x150134",55418.0031669985
"x150135",704998.995787598
"x150136",162589.01367554
"x150137",213072.017407626
"x150138",1048.99988831
"x150139",29271.013642909
"x150140",378978.004968567
"x150141",97651.9962738749
"x150142",414000.063807335
"x150143",424064.00646638
"x150201",73645.9825842082
"x150202",23599.0060706132
"x150203",18747.9986083663
"x150204",25691.9989359281
"x150205",13701.996658514
"x150301",2221.000504838
"x150302",923.999587298001
"x150303",1825.999483093
"x150304",1052.000107401
"x150305",1045.999952081
"x150401",2517.000282864
"x150402",644.000021580999
"x150403",751.99990916
"x150404",837.000019657
"x150405",952.000071758001
"x150406",607.999841819999
"x150407",6298.002517381
"x150501",59602.0008567718
"x150502",10225.003403327
"x150503",2500.999583995
"x150504",8707.00001967102
"x150505",22535.997626835
"x150506",1095.000325541
"x150507",40257.0088719185
"x150508",4413.999597741
"x150509",34213.0049117421
"x150510",27439.9987880956
"x150511",1779.000675068
"x150512",16543.010023054
"x150513",4642.99942383202
"x150514",13630.996960995
"x150515",3210.00095707201
"x150516",1457.00012350399
"x150601",107025.957153487
"x150602",751.000257246999
"x150603",975.999995252
"x150604",21044.0038404658
"x150605",61618.0221253232
"x150606",2253.000477326
"x150607",366.000192289
"x150608",1135.999643083
"x150609",691.999932772
"x150610",867.999944921
"x150611",793.000204557
"x150612",439.999910235
"x150701",4396.99816984199
"x150702",1347.999886042
"x150703",871.000300056
"x150704",365.99995518
"x150705",4045.00097304699
"x150706",480.000065921
"x150707",648.999969604
"x150708",926.000309474999
"x150709",1412.000357984
"x150710",681.000369424
"x150711",949.000142218001
"x150712",704.999989976
"x150713",1510.999582285
"x150714",6900.99980122697
"x150715",1433.999694814
"x150716",1020.999663359
"x150717",1279.999512684
"x150718",1281.000869876
"x150719",744.99965978
"x150720",396.999958163001
"x150721",1306.000322944
"x150722",4456.99985952101
"x150723",1531.000124385
"x150724",1014.999846338
"x150725",225.99999333
"x150726",687.999996658
"x150727",2745.000307832
"x150728",13662.9981289491
"x150729",344.000016342
"x150730",452.999956256
"x150731",3468.99871561701
"x150732",1558.000855908
"x150801",69421.0184701717
"x150802",2324.000111438
"x150803",8318.000878916
"x150804",1011.000436773
"x150805",29672.00227056
"x150806",37162.0067023823
"x150807",2058.00099720199
"x150808",1693.000141212
"x150809",822.000017647
"x150810",38678.9979107405
"x150811",25208.9956230781
"x150812",27227.9977480414
"x150901",12764.00769902
"x150902",601.000005836
"x150903",621.999943255
"x150904",1171.000669726
"x150905",919.000017878999
"x150906",2678.999677402
"x151001",1582.000406746
"x151002",1563.000043983
"x151003",1257.000175343
"x151004",595.000181909
"x151005",472.000186086
"x151006",560.000003459
"x151007",183.000093466
"x151008",1144.000025382
"x151009",877.000275954001
"x151010",241.999976523
"x151011",1225.999940886
"x151012",361.99990011
"x151013",166.000004528
"x151014",630.000040539
"x151015",693.999985928999
"x151016",985.999975788999
"x151017",474.000008828
"x151018",626.000001441
"x151019",501.999986298001
"x151020",623.000049823
"x151021",263.000010852
"x151022",664.000023137
"x151023",535.000292185
"x151024",682.000054004
"x151025",476.00018907
"x151026",185.000110508
"x151027",310.999959112
"x151028",534.000031948
"x151029",538.000173681
"x151030",598.999676356
"x151031",553.999994062
"x151032",1762.999786711
"x151033",332.000059122
"x160101",160496.983062463
"x160102",3081.998905075
"x160103",14956.9924048397
"x160104",11648.0016410878
"x160105",8760.00002827401
"x160106",13691.9975052219
"x160107",16766.0050170754
"x160108",85046.9990807709
"x160110",4947.00013768497
"x160112",69607.9842246767
"x160113",138862.033364246
"x160201",92882.0003268194
"x160202",16083.9978566586
"x160205",4495.00118615001
"x160206",13420.0021430286
"x160210",4174.000904069
"x160211",6060.00093224396
"x160301",32019.9959729428
"x160302",6382.999939695
"x160303",7403.99709398689
"x160304",9820.99991175211
"x160305",13053.0008213728
"x160401",22355.9984458529
"x160402",12694.0024997678
"x160403",9927.99915374436
"x160404",12387.9960215158
"x160501",27232.0102668008
"x160502",1666.999745291
"x160503",2639.000386539
"x160504",6768.99942528794
"x160505",8384.00019630494
"x160506",4682.000341315
"x160507",3437.999931957
"x160508",665.999997041001
"x160509",955.000224103
"x160510",5024.00023699199
"x160511",2258.00137127099
"x160601",26825.0060855917
"x160602",1787.999780525
"x160603",3804.00001873399
"x160604",6325.99954404892
"x160605",15049.0069725601
"x160606",7572.00048477403
"x160701",14832.0095668551
"x160702",7611.99892880786
"x160703",9252.99959508802
"x160704",4834.99989721599
"x160705",6097.00018983199
"x160706",14069.0047006072
"x160801",4220.000063394
"x160802",602.999921428
"x160803",2817.999828589
"x160804",1451.99951441
"x170101",92705.0008553262
"x170102",13640.005348316
"x170103",14882.9943147278
"x170104",6283.00238545005
"x170201",2487.999857529
"x170202",1524.999892622
"x170203",7300.99807466083
"x170204",10069.0050981812
"x170301",2756.000415022
"x170302",6169.99991287197
"x170303",3383.99797935401
"x180101",68272.9972929969
"x180102",2495.999963892
"x180103",807.000115037999
"x180104",8923.99528804401
"x180105",1783.00014281
"x180106",6563.99935545999
"x180201",3265.999418133
"x180202",754.000008099001
"x180203",1027.999691125
"x180204",3206.999875094
"x180205",680.999816535
"x180206",604.000030153
"x180207",486.999905107
"x180208",2608.000356658
"x180209",559.00000572
"x180210",1877.000511492
"x180211",940.99992907
"x180301",68786.0082240974
"x180302",3723.99972623399
"x180303",4647.99976807601
"x190101",27418.0105602778
"x190102",4637.99941891002
"x190103",7200.999865659
"x190104",9747.99980223694
"x190105",4110.999359601
"x190106",1841.000323678
"x190107",11636.9928105791
"x190108",4746.000379443
"x190109",13029.002557073
"x190110",3462.99921882299
"x190111",7027.00257638994
"x190112",3561.00024322801
"x190113",31259.9973441714
"x190201",12060.003133174
"x190202",2135.999669448
"x190203",1616.999707104
"x190204",1870.999262797
"x190205",1442.000229242
"x190206",22633.999848711
"x190207",2468.9994557
"x190208",2058.000275469
"x190301",16565.0028707169
"x190302",5637.002110448
"x190303",6890.99996556199
"x190304",8256.99738287711
"x190305",5127.99855232799
"x190306",19697.997366372
"x190307",18763.0027715351
"x190308",15229.9986272439
"x200101",164791.028085945
"x200104",166684.032394401
"x200105",76493.9987480764
"x200107",19065.0019845129
"x200108",5453.00024560899
"x200109",39174.0076269607
"x200110",41826.0054915634
"x200111",28286.9982719522
"x200114",115877.013367591
"x200115",170692.024497245
"x200201",33482.0173120214
"x200202",21350.007752138
"x200203",2685.999652257
"x200204",5880.000826621
"x200205",6658.99949782301
"x200206",23187.9988743479
"x200207",10059.998984039
"x200208",10901.007764555
"x200209",1727.999532932
"x200210",11800.997426303
"x200301",29114.9959077998
"x200302",7756.99918280898
"x200303",11783.999262428
"x200304",37267.0103506242
"x200305",4288.00040951699
"x200306",9183.99959550799
"x200307",7493.99943418
"x200308",10858.004710358
"x200401",85456.0333890932
"x200402",9735.00322208801
"x200403",7993.99975540708
"x200404",14344.9997490829
"x200405",15457.0031416579
"x200406",8823.001130496
"x200407",6655.00126237099
"x200408",3846.00022389599
"x200409",6288.00019473197
"x200410",8862.00054646098
"x200501",93440.0014807744
"x200502",2437.000761048
"x200503",1195.000280255
"x200504",15607.998773522
"x200505",13189.0008808559
"x200506",5038.00174248801
"x200507",5801.00165253704
"x200601",179109.004701537
"x200602",37677.9974160147
"x200603",20478.993201563
"x200604",13028.00436467
"x200605",30349.9985241733
"x200606",9405.99662876298
"x200607",26875.005725969
"x200608",7190.998889753
"x200701",99551.000479204
"x200702",8411.997486123
"x200703",12832.997286242
"x200704",1381.999611245
"x200705",10996.9951525419
"x200706",13072.995026063
"x200801",45777.9799411015
"x200802",4840.999323993
"x200803",7176.00051326502
"x200804",4497.000092314
"x200805",16289.9959572899
"x200806",3030.000334738
"x210101",139095.99286385
"x210102",24254.0031916761
"x210103",3557.000337513
"x210104",4816.999483887
"x210105",7825.99951697204
"x210106",7425.99950237195
"x210107",6940.99994675095
"x210108",3301.99919583
"x210109",5324.00007133897
"x210110",4431.00220904899
"x210111",5888.99790722302
"x210112",7469.00194068401
"x210113",2648.99988632901
"x210114",1688.000151379
"x210115",2995.999597412
"x210201",30732.9988066568
"x210202",2980.00031558102
"x210203",7356.000121238
"x210204",15160.9959947469
"x210205",3115.00122083901
"x210206",6834.99900470702
"x210207",4828.00129026702
"x210208",6976.000499294
"x210209",4093.998814558
"x210210",10062.005740646
"x210211",7652.99814109592
"x210212",5100.00130777802
"x210213",3069.000359514
"x210214",4724.99989448099
"x210215",2985.000105365
"x210301",13630.9978450104
"x210302",2354.000159145
"x210303",9500.99760741903
"x210304",6880.99969570692
"x210305",4481.99992058302
"x210306",9740.99840139392
"x210307",7997.99986194207
"x210308",6173.99981267095
"x210309",7060.99841344198
"x210310",9231.99978033099
"x210401",20994.0028265551
"x210402",14265.9989371568
"x210403",9627.99919711902
"x210404",7891.000085337
"x210405",8783.99954031297
"x210406",14646.9926340851
"x210407",17812.9991069041
"x210501",49454.0008447422
"x210502",1216.000067827
"x210503",11330.9989862889
"x210504",3700.99980163401
"x210505",2699.99862755901
"x210601",19270.0037330219
"x210602",4037.99976446701
"x210603",3296.00002327399
"x210604",2750.999738671
"x210605",5310.99900863602
"x210606",4286.00001035599
"x210607",13631.00416706
"x210608",7795.99979278503
"x210701",11641.003481951
"x210702",5847.99962066003
"x210703",1690.000079534
"x210704",2472.998672851
"x210705",2422.001269794
"x210706",1930.000413903
"x210707",2902.99984068299
"x210708",5535.99965077402
"x210709",7456.00112981801
"x210710",1308.000013569
"x210801",25057.00088131
"x210802",5556.00030506
"x210803",2115.99875821
"x210804",2731.999679238
"x210805",7350.00014848906
"x210806",8815.00459529099
"x210807",8040.999113279
"x210808",6419.99666421901
"x210809",3897.00194692301
"x210901",11877.006877326
"x210902",3289.001377089
"x210903",2742.00008819901
"x210904",2601.99968410101
"x211001",14996.002301984
"x211002",12965.002076035
"x211003",2015.999035949
"x211004",5435.00000053098
"x211005",1750.999874355
"x211101",235109.984573671
"x211102",5214.999943056
"x211103",4643.999825793
"x211104",7119.00139217297
"x211105",65421.9934977729
"x211201",11420.0007222811
"x211202",5567.99850997297
"x211203",3357.99952149001
"x211204",4218.00022781001
"x211205",5853.00007792313
"x211206",2289.999804977
"x211207",4054.99857830101
"x211208",2172.99976693
"x211209",7487.001438393
"x211210",10298.0040156602
"x211301",25434.0010318662
"x211302",1835.999434113
"x211303",5010.999479715
"x211304",1386.000505548
"x211305",2899.99896098601
"x211306",974.000200973998
"x211307",1104.999690776
"x220101",81084.0045539796
"x220102",4640.00142724999
"x220103",1691.000160389
"x220104",16519.0051727521
"x220105",23082.000834855
"x220106",2893.00087553499
"x220201",17685.994475365
"x220202",8715.00020692006
"x220203",14334.0000825663
"x220204",2755.9999801
"x220205",8734.002439736
"x220206",6144.99865479702
"x220301",16176.0018786552
"x220302",2403.000193702
"x220303",12231.0023037173
"x220304",7013.00008292492
"x220305",3094.000032526
"x220401",14269.0054599339
"x220402",4684.99974329901
"x220403",2153.000248961
"x220404",4471.99978255702
"x220405",2476.000238679
"x220406",816.000097756001
"x220501",15052.001861822
"x220502",14637.9973564318
"x220503",6957.99981143492
"x220504",10345.003129167
"x220505",3350.00080445199
"x220506",9208.99986044888
"x220507",3551.99979908999
"x220508",1678.999892002
"x220509",2037.99974620001
"x220510",14238.0061126878
"x220511",5689.00036629703
"x220601",32659.996877894
"x220602",14784.9965268601
"x220603",8668.99950977698
"x220604",6190.99993012602
"x220605",5688.00050101301
"x220701",10731.0051245478
"x220702",3063.00007794299
"x220703",2137.00016928
"x220704",885.999983851
"x220705",2996.001041702
"x220706",1222.999562861
"x220707",3947.99970276701
"x220708",9670.99816322071
"x220709",3917.00066600299
"x220710",4140.000298779
"x220801",25865.0005451931
"x220802",7891.99951932305
"x220803",18013.9993763161
"x220804",44597.0054334209
"x220805",17282.9971198329
"x220806",1940.00052167199
"x220807",3723.999569302
"x220808",2694.00040477999
"x220809",3904.000542213
"x220901",80270.0271553626
"x220902",901.000031587001
"x220903",3621.00110906501
"x220904",10185.996682693
"x220905",2298.00038153
"x220906",2453.00020618901
"x220907",5302.99982291502
"x220908",3962.99968547299
"x220909",44601.0162856851
"x220910",38499.0024745762
"x220911",2139.99970378101
"x220912",1685.999769025
"x220913",7468.99971693598
"x220914",1972.000411033
"x221001",29810.0030306883
"x221002",12247.001139045
"x221003",10993.999518842
"x221004",1328.000031177
"x221005",21284.9998475268
"x230101",100612.023983187
"x230102",35186.9967620348
"x230103",3226.999833847
"x230104",33024.9979990051
"x230105",2912.99991993299
"x230106",2194.000848635
"x230107",2005.999900087
"x230108",18834.0029171419
"x230109",3351.99885946699
"x230110",116635.997486732
"x230111",6433.00176944698
"x230201",2501.99988054601
"x230202",1035.999899623
"x230203",1220.99972068
"x230204",401.999989394
"x230205",535.999998457
"x230206",753.000046019
"x230301",2531.00116396899
"x230302",6069.00020001198
"x230303",3208.00020147901
"x230401",3735.99956482101
"x230402",334.999866843
"x230403",261.000093944
"x230404",175.000004174
"x230405",370.999987843
"x230406",544.999790431
"x230407",334.000002255
"x230408",621.999996411001
"x240101",107065.992506989
"x240102",24102.989820019
"x240103",9865.99546316799
"x240104",7138.99970428598
"x240105",8613.99665327801
"x240106",4581.001997341
"x240201",12708.002168126
"x240202",2532.000180622
"x240203",6666.00017776195
"x240301",23336.9993694176
"x240302",18169.0029466508
"x240303",3435.000633065
"x240304",6482.00018125498
"x250101",162823.918625606
"x250102",17999.9982729249
"x250103",11909.0051989601
"x250104",11795.0045373668
"x250105",110138.014606406
"x250106",5560.000099429
"x250107",97828.9953297735
"x250201",37781.9965121446
"x250202",7841.0028611691
"x250203",9745.99979818266
"x250204",2222.00116277699
"x250301",34818.9983263233
"x250302",10940.996896632
"x250303",9158.00371407102
"x250304",9002.99970071604
"x250305",6084.99991243797
"x250401",3345.99887846101
